X,GO_Number,CHEBI,Chebicategory,parents,hasRole,decision,importantCategory
1034,GO:0005245,transports_or_maintains_localization_of CHEBI:39123 !calcium cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33579;CHEBI:33674;CHEBI:33299;CHEBI:33513;CHEBI:22985;CHEBI:35155;CHEBI:39124;CHEBI:39123,NA,1.C inorganic cation,
1035,GO:0015279,CHEBI:39123 ! calcium cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33579;CHEBI:33674;CHEBI:33299;CHEBI:33513;CHEBI:22985;CHEBI:35155;CHEBI:39124;CHEBI:39123,NA,1.C inorganic cation,
1036,GO:0099604,transports_or_maintains_localization_of CHEBI:39123 !calcium cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33579;CHEBI:33674;CHEBI:33299;CHEBI:33513;CHEBI:22985;CHEBI:35155;CHEBI:39124;CHEBI:39123,NA,1.C inorganic cation,
1038,GO:0005249,transports_or_maintains_localization_of CHEBI:29103 !potassium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26217;CHEBI:37247;CHEBI:60242;CHEBI:25414;CHEBI:29103,CHEBI:77746,1.C inorganic cation,
1039,GO:0015277,NA,NA,,NA,NA,
1040,GO:0022841,transports_or_maintains_localization_of CHEBI:29103 !potassium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26217;CHEBI:37247;CHEBI:60242;CHEBI:25414;CHEBI:29103,CHEBI:77746,1.C inorganic cation,
1042,GO:0099101,transports_or_maintains_localization_of CHEBI:29103 !potassium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26217;CHEBI:37247;CHEBI:60242;CHEBI:25414;CHEBI:29103,CHEBI:77746,1.C inorganic cation,
1043,GO:0005248,CHEBI:29101 ! sodium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26712;CHEBI:37246;CHEBI:60242;CHEBI:25414;CHEBI:29101,CHEBI:77746,1.C inorganic cation,
1044,GO:0015280,CHEBI:29101 ! sodium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26712;CHEBI:37246;CHEBI:60242;CHEBI:25414;CHEBI:29101,CHEBI:77746,1.C inorganic cation,
1046,GO:0030171,CHEBI:24636   ! proton,1.C inorganic cation ,CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,NA,1.C inorganic cation,
1047,GO:0004972,NA,NA,,NA,NA,
1048,GO:0004971,NA,NA,,NA,NA,
1049,GO:0005221,CHEBI:60242 ! monovalent inorganic cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:24835;CHEBI:36914;CHEBI:36916;CHEBI:36915;CHEBI:60242,NA,1.C inorganic cation,
1050,GO:0005242,CHEBI:29103 ! potassium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26217;CHEBI:37247;CHEBI:60242;CHEBI:25414;CHEBI:29103,CHEBI:77746,1.C inorganic cation,
1051,GO:0022848,transports_or_maintains_localization_of CHEBI:36915 !inorganic cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:24835;CHEBI:36914;CHEBI:36916;CHEBI:36915,NA,1.C inorganic cation,
1052,GO:0022850,transports_or_maintains_localization_of CHEBI:36915 !inorganic cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:24835;CHEBI:36914;CHEBI:36916;CHEBI:36915,NA,1.C inorganic cation,
1053,GO:0090686,NA,NA,,NA,NA,
1054,GO:0097682,NA,NA,,NA,NA,
1055,GO:0015278,transports_or_maintains_localization_of CHEBI:39123 !calcium cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33579;CHEBI:33674;CHEBI:33299;CHEBI:33513;CHEBI:22985;CHEBI:35155;CHEBI:39124;CHEBI:39123,NA,1.C inorganic cation,
1056,GO:0005231, CHEBI:36914 ! inorganic ion,1.A Nonselective,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:24835;CHEBI:36914,NA,1.A Nonselective,
1057,GO:0005237,NA,NA,,NA,NA,
1058,GO:0022824,NA,NA,,NA,NA,
1059,GO:0036081,NA,NA,,NA,NA,
1060,GO:0036082,NA,NA,,NA,NA,
1070,GO:0015227,transports_or_maintains_localization_of CHEBI:17387 !O-acylcarnitine,7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:35701;CHEBI:33308;CHEBI:51151;CHEBI:27369;CHEBI:35281;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:26469;CHEBI:35284;CHEBI:17387,NA,7.D Other organic,
1071,GO:0015652,transports_or_maintains_localization_of CHEBI:24636 !proton;transports_or_maintains_localization_of CHEBI:26469 !quaternary nitrogen compound,"1.C inorganic cation ,7.D Other organic","CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:26469",NA,"1.C inorganic cation,7.D Other organic",
1072,GO:0090417,transports_or_maintains_localization_of CHEBI:18123 !N-methylnicotinate,7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:51151;CHEBI:27369;CHEBI:35281;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:26469;CHEBI:35285;CHEBI:22315;CHEBI:18123,CHEBI:76924;CHEBI:78295;CHEBI:84087,7.D Other organic,
1080,GO:0042962,exports CHEBI:24636 !proton;imports CHEBI:36420 !acridine,"1.C inorganic cation ,7.D Other organic","CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,CHEBI:24431;CHEBI:23367;CHEBI:35568;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33674;CHEBI:33608;CHEBI:36357;CHEBI:37577;CHEBI:33692;CHEBI:37175;CHEBI:33245;CHEBI:35573;CHEBI:35552;CHEBI:35571;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:33635;CHEBI:33671;CHEBI:36688;CHEBI:33285;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:38166;CHEBI:51958;CHEBI:51959;CHEBI:26979;CHEBI:36416;CHEBI:33655;CHEBI:33659;CHEBI:33833;CHEBI:38180;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:39206;CHEBI:22213;CHEBI:36420",CHEBI:50902,"1.C inorganic cation,7.D Other organic",
1101,GO:0008524,NA,NA,,NA,NA,
1104,GO:0016286,CHEBI:29103 ! potassium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26217;CHEBI:37247;CHEBI:60242;CHEBI:25414;CHEBI:29103,CHEBI:77746,1.C inorganic cation,
1105,GO:0022894,NA,NA,,NA,NA,
1106,GO:0060072,CHEBI:29103 ! potassium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26217;CHEBI:37247;CHEBI:60242;CHEBI:25414;CHEBI:29103,CHEBI:77746,1.C inorganic cation,
1107,GO:0097364,NA,NA,,NA,NA,
1108,GO:0008553,NA,NA,,NA,NA,
1109,GO:0046961,CHEBI:24636   ! Proton,1.C inorganic cation ,CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,NA,1.C inorganic cation,
1110,GO:0010348,CHEBI:49713 !lithium(1+),1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:24835;CHEBI:36914;CHEBI:36916;CHEBI:36915;CHEBI:60242;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:23906;CHEBI:25414;CHEBI:25213;CHEBI:33504;CHEBI:49713,NA,1.C inorganic cation,
1111,GO:0015385,CHEBI:60242 ! monovalent inorganic cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:24835;CHEBI:36914;CHEBI:36916;CHEBI:36915;CHEBI:60242,NA,1.C inorganic cation,
1112,GO:0015386,CHEBI:60242 ! monovalent inorganic cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:24835;CHEBI:36914;CHEBI:36916;CHEBI:36915;CHEBI:60242,NA,1.C inorganic cation,
1113,GO:0005432,CHEBI:39123 ! calcium cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33579;CHEBI:33674;CHEBI:33299;CHEBI:33513;CHEBI:22985;CHEBI:35155;CHEBI:39124;CHEBI:39123,NA,1.C inorganic cation,
1114,GO:0008273,NA,NA,,NA,NA,
1115,GO:0015369,CHEBI:60242 ! monovalent inorganic cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:24835;CHEBI:36914;CHEBI:36916;CHEBI:36915;CHEBI:60242,NA,1.C inorganic cation,
1116,GO:1905055,NA,NA,,NA,NA,
1117,GO:1905060,NA,NA,,NA,NA,
1118,GO:0010486,CHEBI:25155 !manganese cation,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:33497;CHEBI:33676;CHEBI:33743;CHEBI:25154;CHEBI:35115;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33515;CHEBI:25155,NA,1.C inorganic cation,
1119,GO:0005356,transports_or_maintains_localization_of CHEBI:24636 !proton;transports_or_maintains_localization_of CHEBI:17234 !glucose,"1.C inorganic cation ,3.A monosaccharide and derivative","CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:17234",CHEBI:78675,"1.C inorganic cation,3.A monosaccharide and derivative",
1120,GO:0015517,transports_or_maintains_localization_of CHEBI:28260 !galactose;transports_or_maintains_localization_of CHEBI:24636 !proton,"3.A monosaccharide and derivative,1.C inorganic cation ","CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:28260,CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636",CHEBI:78675,"3.A monosaccharide and derivative,1.C inorganic cation",
1121,GO:0015535,transports_or_maintains_localization_of CHEBI:33984 !fucose;transports_or_maintains_localization_of CHEBI:24636 !proton,"3.A monosaccharide and derivative,1.C inorganic cation ","CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:18133;CHEBI:23639;CHEBI:15693;CHEBI:33917;CHEBI:23628;CHEBI:23622;CHEBI:33984,CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636",NA,"3.A monosaccharide and derivative,1.C inorganic cation",
1122,GO:0015561,transports_or_maintains_localization_of CHEBI:26546 !rhamnose;transports_or_maintains_localization_of CHEBI:24636 !proton,"3.A monosaccharide and derivative,1.C inorganic cation ","CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:23639;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:23628;CHEBI:33983;CHEBI:26546,CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636",CHEBI:76969;CHEBI:76924,"3.A monosaccharide and derivative,1.C inorganic cation",
1123,GO:0055053,transports_or_maintains_localization_of CHEBI:37684 !mannose;transports_or_maintains_localization_of CHEBI:24636 !proton,"3.A monosaccharide and derivative,1.C inorganic cation ","CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:37684,CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636",CHEBI:78675,"3.A monosaccharide and derivative,1.C inorganic cation",
1124,GO:0055054,transports_or_maintains_localization_of CHEBI:28757 !fructose;transports_or_maintains_localization_of CHEBI:24636 !proton,"3.A monosaccharide and derivative,1.C inorganic cation ","CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:24978;CHEBI:18133;CHEBI:24973;CHEBI:28757,CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636",CHEBI:78675,"3.A monosaccharide and derivative,1.C inorganic cation",
1125,GO:0015481,CHEBI:17306   ! maltose,3.B oligosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:50699;CHEBI:36233;CHEBI:24405;CHEBI:24268;CHEBI:17593;CHEBI:17306,CHEBI:50505;CHEBI:77746;CHEBI:75772;CHEBI:76971;CHEBI:75771,3.B oligosaccharide and derivative,
1134,GO:0015148,transports_or_maintains_localization_of CHEBI:18222 !xylose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:25901;CHEBI:33916;CHEBI:18222,CHEBI:76924,3.A monosaccharide and derivative,
1135,GO:0015591,transports_or_maintains_localization_of CHEBI:16988 !D-ribose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:25901;CHEBI:33916;CHEBI:33942;CHEBI:16988,CHEBI:77746;CHEBI:78675,3.A monosaccharide and derivative,
1136,GO:0042900,transports_or_maintains_localization_of CHEBI:22599 !arabinose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:25901;CHEBI:33916;CHEBI:22599,CHEBI:78675,3.A monosaccharide and derivative,
1137,GO:0005353,transports_or_maintains_localization_of CHEBI:28757 !fructose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:24978;CHEBI:18133;CHEBI:24973;CHEBI:28757,CHEBI:78675,3.A monosaccharide and derivative,
1138,GO:0005354,transports_or_maintains_localization_of CHEBI:28260 !galactose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:28260,CHEBI:78675,3.A monosaccharide and derivative,
1139,GO:0005355,transports_or_maintains_localization_of CHEBI:17234 !glucose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:17234,CHEBI:78675,3.A monosaccharide and derivative,
1140,GO:0015150,transports_or_maintains_localization_of CHEBI:33984 !fucose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:18133;CHEBI:23639;CHEBI:15693;CHEBI:33917;CHEBI:23628;CHEBI:23622;CHEBI:33984,NA,3.A monosaccharide and derivative,
1141,GO:0015153,transports_or_maintains_localization_of CHEBI:26546 !rhamnose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:23639;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:23628;CHEBI:33983;CHEBI:26546,CHEBI:76969;CHEBI:76924,3.A monosaccharide and derivative,
1142,GO:0015578,transports_or_maintains_localization_of CHEBI:37684 !mannose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:37684,CHEBI:78675,3.A monosaccharide and derivative,
1143,GO:0015593,transports_or_maintains_localization_of CHEBI:37690 !allose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:15693;CHEBI:18133;CHEBI:33917;CHEBI:37690,CHEBI:76924,3.A monosaccharide and derivative,
1144,GO:0019194,transports_or_maintains_localization_of CHEBI:27922 !sorbose,3.A monosaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:16646;CHEBI:35381;CHEBI:24978;CHEBI:18133;CHEBI:24973;CHEBI:27922,CHEBI:76924,3.A monosaccharide and derivative,
